datum,containerNummer,container_afvaltype,lediging_24h_later,telling_sinds_lediging,telling
2019-04-12,421,GFT,0,33,6
2019-04-13,421,GFT,0,39,6
2019-04-14,421,GFT,1,44,5
2019-04-15,421,GFT,0,59,15
2019-04-16,421,GFT,0,70,11
2019-04-09,424,Papier,0,5,5
2019-04-10,424,Papier,0,7,2
2019-04-11,424,Papier,0,8,1
2019-04-12,424,Papier,0,12,4
2019-04-13,424,Papier,0,14,2
2019-04-15,424,Papier,0,17,3
2019-04-16,424,Papier,0,22,5
2019-04-09,425,PMD,1,3,3
2019-04-10,425,PMD,0,4,1
2019-04-11,425,PMD,0,6,2
2019-04-12,425,PMD,0,7,1
2019-04-13,425,PMD,0,8,1
2019-04-14,425,PMD,0,12,4
2019-04-15,425,PMD,0,14,2
2019-04-16,425,PMD,0,16,2
2019-04-09,426,GFT,0,1,1
2019-04-10,426,GFT,0,7,6
2019-04-11,426,GFT,0,8,1
2019-04-12,426,GFT,0,12,4
2019-04-13,426,GFT,0,15,3
2019-04-14,426,GFT,1,21,6
2019-04-15,426,GFT,0,22,1
2019-04-16,426,GFT,0,25,3
2019-04-09,427,Rest,0,3,3
2019-04-10,427,Rest,0,5,2
2019-04-11,427,Rest,0,13,8
2019-04-12,427,Rest,0,20,7
2019-04-13,427,Rest,1,25,5
2019-04-14,427,Rest,0,30,5
2019-04-15,427,Rest,0,39,9
2019-04-16,427,Rest,0,51,12
2019-04-09,428,Rest,0,8,8
2019-04-10,428,Rest,0,14,6
2019-04-11,428,Rest,0,18,4
2019-04-12,428,Rest,0,20,2
2019-04-13,428,Rest,0,29,9
2019-04-14,428,Rest,0,33,4
2019-04-15,428,Rest,0,43,10
2019-04-16,428,Rest,0,45,2
2019-04-09,429,Rest,0,4,4
2019-04-10,429,Rest,0,13,9
2019-04-11,429,Rest,0,21,8
2019-04-12,429,Rest,0,26,5
2019-04-13,429,Rest,0,33,7
2019-04-14,429,Rest,0,43,10
2019-04-15,429,Rest,0,56,13
2019-04-16,429,Rest,0,71,15
2019-04-09,430,GFT,0,12,12
2019-04-10,430,GFT,1,29,17
2019-04-11,430,GFT,0,30,8
2019-04-11,430,GFT,0,7,8
2019-04-12,430,GFT,0,14,7
2019-04-13,430,GFT,0,25,11
2019-04-14,430,GFT,1,41,16
2019-04-15,430,GFT,0,47,12
2019-04-15,430,GFT,0,36,12
2019-04-16,430,GFT,0,55,19
2019-04-09,431,PMD,0,1,1
2019-04-10,431,PMD,0,14,13
2019-04-11,431,PMD,0,20,6
2019-04-12,431,PMD,0,24,4
2019-04-13,431,PMD,0,28,4
2019-04-14,431,PMD,0,39,11
2019-04-15,431,PMD,0,44,5
2019-04-16,431,PMD,0,56,12
2019-04-09,432,Papier,0,9,9
2019-04-10,432,Papier,0,16,7
2019-04-11,432,Papier,0,24,8
2019-04-12,432,Papier,0,31,7
2019-04-13,432,Papier,0,40,9
2019-04-14,432,Papier,0,53,13
2019-04-15,432,Papier,0,66,13
2019-04-16,432,Papier,0,77,11
2019-04-09,434,Papier,0,2,2
2019-04-10,434,Papier,0,4,2
2019-04-11,434,Papier,0,8,4
2019-04-12,434,Papier,0,10,2
2019-04-13,434,Papier,0,12,2
2019-04-14,434,Papier,0,14,2
2019-04-16,434,Papier,0,15,1
2019-04-09,435,PMD,0,1,1
2019-04-10,435,PMD,0,6,5
2019-04-11,435,PMD,0,7,1
2019-04-12,435,PMD,0,8,1
2019-04-13,435,PMD,0,10,2
2019-04-14,435,PMD,0,11,1
2019-04-16,435,PMD,0,12,1
2019-04-09,436,Rest,0,2,2
2019-04-10,436,Rest,0,4,2
2019-04-11,436,Rest,0,6,2
2019-04-12,436,Rest,0,8,2
2019-04-13,436,Rest,0,12,4
2019-04-14,436,Rest,0,14,2
2019-04-15,436,Rest,1,18,4
2019-04-16,436,Rest,0,22,4
2019-04-10,437,GFT,0,3,3
2019-04-11,437,GFT,0,6,3
2019-04-12,437,GFT,0,7,1
2019-04-16,437,GFT,0,8,1
2019-04-09,438,Rest,0,9,9
2019-04-10,438,Rest,0,15,6
2019-04-11,438,Rest,0,22,7
2019-04-12,438,Rest,0,26,4
2019-04-13,438,Rest,0,30,4
2019-04-14,438,Rest,0,35,5
2019-04-15,438,Rest,0,42,7
2019-04-16,438,Rest,0,47,5
2019-04-09,439,GFT,0,4,4
2019-04-10,439,GFT,0,9,5
2019-04-11,439,GFT,0,15,6
2019-04-12,439,GFT,0,17,2
2019-04-13,439,GFT,0,19,2
2019-04-14,439,GFT,0,25,6
2019-04-15,439,GFT,0,28,3
2019-04-16,439,GFT,0,30,2
2019-04-09,441,Papier,0,4,4
2019-04-10,441,Papier,0,9,5
2019-04-11,441,Papier,0,10,1
2019-04-12,441,Papier,0,16,6
2019-04-13,441,Papier,0,21,5
2019-04-14,441,Papier,0,24,3
2019-04-15,441,Papier,0,27,3
2019-04-16,441,Papier,0,29,2
2019-04-09,442,PMD,0,2,2
2019-04-10,442,PMD,0,5,3
2019-04-11,442,PMD,0,7,2
2019-04-12,442,PMD,0,8,1
2019-04-13,442,PMD,0,9,1
2019-04-14,442,PMD,0,12,3
2019-04-15,442,PMD,0,16,4
2019-04-16,442,PMD,0,19,3
2019-04-09,443,Rest,0,5,5
2019-04-10,443,Rest,0,7,2
2019-04-11,443,Rest,0,11,4
2019-04-12,443,Rest,0,18,7
2019-04-13,443,Rest,0,19,1
2019-04-14,443,Rest,0,23,4
2019-04-15,443,Rest,0,24,1
2019-04-16,443,Rest,0,29,5
2019-04-09,444,GFT,0,3,3
2019-04-10,444,GFT,0,7,4
2019-04-11,444,GFT,0,13,6
2019-04-13,444,GFT,0,19,6
2019-04-14,444,GFT,0,22,3
2019-04-15,444,GFT,0,25,3
2019-04-16,444,GFT,0,30,5
2019-04-11,445,PMD,0,1,1
2019-04-12,445,PMD,0,2,1
2019-04-14,445,PMD,0,3,1
2019-04-09,446,Papier,0,2,2
2019-04-11,446,Papier,0,3,1
2019-04-12,446,Papier,0,4,1
2019-04-13,446,Papier,0,6,2
2019-04-14,446,Papier,0,8,2
2019-04-16,446,Papier,0,11,3
2019-04-11,448,PMD,0,2,2
2019-04-15,448,PMD,0,4,2
2019-04-09,449,Rest,0,3,3
2019-04-10,449,Rest,0,4,1
2019-04-11,449,Rest,0,8,4
2019-04-12,449,Rest,0,11,3
2019-04-13,449,Rest,0,16,5
2019-04-14,449,Rest,0,20,4
2019-04-15,449,Rest,1,27,7
2019-04-16,449,Rest,0,32,5
2019-04-09,450,GFT,0,3,3
2019-04-10,450,GFT,0,5,2
2019-04-11,450,GFT,0,7,2
2019-04-12,450,GFT,0,14,7
2019-04-13,450,GFT,0,17,3
2019-04-14,450,GFT,0,20,3
2019-04-15,450,GFT,0,24,4
2019-04-16,450,GFT,0,35,11
2019-04-09,451,Papier,0,4,4
2019-04-10,451,Papier,0,6,2
2019-04-12,451,Papier,0,8,2
2019-04-13,451,Papier,0,9,1
2019-04-14,451,Papier,0,12,3
2019-04-15,451,Papier,0,15,3
2019-04-16,451,Papier,0,17,2
2019-04-09,452,Rest,0,1,1
2019-04-10,452,Rest,0,2,1
2019-04-12,452,Rest,0,3,1
2019-04-13,452,Rest,0,4,1
2019-04-14,452,Rest,0,5,1
2019-04-16,452,Rest,0,7,2
2019-04-09,453,GFT,0,2,2
2019-04-10,453,GFT,0,4,2
2019-04-11,453,GFT,0,6,2
2019-04-12,453,GFT,0,8,2
2019-04-13,453,GFT,0,15,7
2019-04-14,453,GFT,0,19,4
2019-04-15,453,GFT,0,25,6
2019-04-16,453,GFT,0,26,1
2019-04-09,454,Rest,0,4,4
2019-04-10,454,Rest,0,9,5
2019-04-11,454,Rest,0,11,2
2019-04-12,454,Rest,0,14,3
2019-04-13,454,Rest,0,18,4
2019-04-14,454,Rest,0,23,5
2019-04-15,454,Rest,0,24,1
2019-04-16,454,Rest,0,26,2
2019-04-09,455,GFT,0,2,2
2019-04-12,455,GFT,0,4,2
2019-04-13,455,GFT,0,7,3
2019-04-14,455,GFT,0,10,3
2019-04-15,455,GFT,0,13,3
2019-04-16,455,GFT,0,18,5
2019-04-09,456,Papier,0,3,3
2019-04-10,456,Papier,0,6,3
2019-04-11,456,Papier,0,11,5
2019-04-12,456,Papier,0,16,5
2019-04-13,456,Papier,0,20,4
2019-04-14,456,Papier,0,24,4
2019-04-15,456,Papier,0,33,9
2019-04-16,456,Papier,0,43,10
2019-04-09,457,PMD,1,1,1
2019-04-10,457,PMD,0,2,1
2019-04-11,457,PMD,0,3,1
2019-04-13,457,PMD,0,4,1
2019-04-14,457,PMD,0,6,2
2019-04-15,457,PMD,0,7,1
2019-04-16,457,PMD,0,15,8
2019-04-09,458,Rest,0,2,2
2019-04-10,458,Rest,0,3,1
2019-04-11,458,Rest,0,9,6
2019-04-13,458,Rest,0,11,2
2019-04-14,458,Rest,0,17,6
2019-04-15,458,Rest,0,23,6
2019-04-16,458,Rest,0,26,3
2019-04-09,459,GFT,0,5,5
2019-04-10,459,GFT,0,6,1
2019-04-11,459,GFT,0,10,4
2019-04-12,459,GFT,0,12,2
2019-04-13,459,GFT,0,13,1
2019-04-14,459,GFT,0,20,7
2019-04-15,459,GFT,0,23,3
2019-04-16,459,GFT,0,30,7
2019-04-09,460,Rest,0,3,3
2019-04-10,460,Rest,1,15,12
2019-04-11,460,Rest,0,18,5
2019-04-11,460,Rest,0,2,5
2019-04-12,460,Rest,0,10,8
2019-04-13,460,Rest,0,19,9
2019-04-14,460,Rest,0,30,11
2019-04-15,460,Rest,1,36,6
2019-04-16,460,Rest,0,39,5
2019-04-16,460,Rest,0,20,5
2019-04-09,462,PMD,0,5,5
2019-04-10,462,PMD,0,7,2
2019-04-11,462,PMD,0,12,5
2019-04-12,462,PMD,0,15,3
2019-04-13,462,PMD,0,19,4
2019-04-14,462,PMD,0,24,5
2019-04-15,462,PMD,0,26,2
2019-04-09,463,Papier,0,7,7
2019-04-10,463,Papier,0,17,10
2019-04-11,463,Papier,1,23,6
2019-04-12,463,Papier,0,26,3
2019-04-13,463,Papier,0,32,6
2019-04-14,463,Papier,0,44,12
2019-04-15,463,Papier,0,52,8
2019-04-16,463,Papier,0,53,1
2019-04-09,464,GFT,0,21,21
2019-04-10,464,GFT,0,29,8
2019-04-11,464,GFT,0,31,2
2019-04-12,464,GFT,0,37,6
2019-04-13,464,GFT,0,45,8
2019-04-14,464,GFT,0,54,9
2019-04-15,464,GFT,0,65,11
2019-04-16,464,GFT,0,77,12
2019-04-09,465,Rest,0,20,20
2019-04-10,465,Rest,1,43,23
2019-04-11,465,Rest,0,57,22
2019-04-11,465,Rest,0,8,22
2019-04-12,465,Rest,0,30,22
2019-04-13,465,Rest,0,56,26
2019-04-14,465,Rest,0,77,21
2019-04-15,465,Rest,1,102,25
2019-04-16,465,Rest,0,110,29
2019-04-16,465,Rest,0,78,29
2019-04-09,466,GFT,0,14,14
2019-04-10,466,GFT,0,26,12
2019-04-11,466,GFT,0,36,10
2019-04-12,466,GFT,0,46,10
2019-04-13,466,GFT,0,66,20
2019-04-14,466,GFT,0,84,18
2019-04-15,466,GFT,0,96,12
2019-04-16,466,GFT,0,108,12
2019-04-09,467,PMD,0,9,9
2019-04-10,467,PMD,0,18,9
2019-04-11,467,PMD,0,24,6
2019-04-12,467,PMD,0,28,4
2019-04-13,467,PMD,0,40,12
2019-04-14,467,PMD,1,50,10
2019-04-15,467,PMD,0,65,15
2019-04-16,467,PMD,0,77,12
2019-04-09,468,Papier,0,13,13
2019-04-10,468,Papier,0,26,13
2019-04-11,468,Papier,0,42,16
2019-04-12,468,Papier,0,53,11
2019-04-13,468,Papier,0,67,14
2019-04-14,468,Papier,1,80,13
2019-04-15,468,Papier,0,96,16
2019-04-16,468,Papier,0,111,15
2019-04-09,471,PMD,0,2,2
2019-04-10,471,PMD,0,5,3
2019-04-11,471,PMD,0,7,2
2019-04-12,471,PMD,0,8,1
2019-04-13,471,PMD,0,10,2
2019-04-14,471,PMD,0,13,3
2019-04-15,471,PMD,0,15,2
2019-04-16,471,PMD,0,16,1
2019-04-09,472,Papier,0,2,2
2019-04-10,472,Papier,0,7,5
2019-04-11,472,Papier,0,8,1
2019-04-12,472,Papier,0,10,2
2019-04-13,472,Papier,0,11,1
2019-04-14,472,Papier,0,15,4
2019-04-15,472,Papier,0,17,2
2019-04-16,472,Papier,0,19,2
2019-04-09,473,GFT,0,2,2
2019-04-10,473,GFT,0,6,4
2019-04-11,473,GFT,0,8,2
2019-04-12,473,GFT,0,10,2
2019-04-13,473,GFT,0,11,1
2019-04-14,473,GFT,0,15,4
2019-04-15,473,GFT,0,19,4
2019-04-16,473,GFT,0,23,4
2019-04-09,474,Rest,0,3,3
2019-04-10,474,Rest,0,7,4
2019-04-11,474,Rest,0,8,1
2019-04-12,474,Rest,0,10,2
2019-04-13,474,Rest,0,11,1
2019-04-14,474,Rest,0,17,6
2019-04-15,474,Rest,0,24,7
2019-04-16,474,Rest,0,25,1
2019-04-09,475,Papier,0,4,4
2019-04-10,475,Papier,0,6,2
2019-04-11,475,Papier,0,8,2
2019-04-12,475,Papier,0,9,1
2019-04-13,475,Papier,0,10,1
2019-04-14,475,Papier,1,12,2
2019-04-15,475,Papier,0,14,2
2019-04-16,475,Papier,0,19,5
2019-04-11,476,PMD,0,1,1
2019-04-12,476,PMD,0,3,2
2019-04-13,476,PMD,0,6,3
2019-04-14,476,PMD,0,8,2
2019-04-15,476,PMD,0,13,5
2019-04-16,476,PMD,0,16,3
2019-04-09,477,GFT,0,2,2
2019-04-10,477,GFT,0,4,2
2019-04-11,477,GFT,0,6,2
2019-04-12,477,GFT,0,9,3
2019-04-13,477,GFT,0,13,4
2019-04-14,477,GFT,0,15,2
2019-04-15,477,GFT,0,16,1
2019-04-16,477,GFT,0,18,2
2019-04-09,478,Rest,0,4,4
2019-04-10,478,Rest,0,7,3
2019-04-11,478,Rest,0,10,3
2019-04-12,478,Rest,0,18,8
2019-04-13,478,Rest,0,26,8
2019-04-15,478,Rest,0,32,6
2019-04-16,478,Rest,0,36,4
2019-04-09,479,Rest,0,3,3
2019-04-10,479,Rest,1,15,12
2019-04-11,479,Rest,0,17,4
2019-04-11,479,Rest,0,2,4
2019-04-12,479,Rest,0,4,2
2019-04-13,479,Rest,0,13,9
2019-04-14,479,Rest,0,16,3
2019-04-15,479,Rest,1,23,7
2019-04-16,479,Rest,0,25,7
2019-04-16,479,Rest,0,22,7
2019-04-09,480,GFT,0,1,1
2019-04-10,480,GFT,0,10,9
2019-04-11,480,GFT,0,12,2
2019-04-12,480,GFT,0,15,3
2019-04-13,480,GFT,0,19,4
2019-04-14,480,GFT,0,22,3
2019-04-15,480,GFT,1,28,6
2019-04-16,480,GFT,0,37,9
2019-04-09,481,Papier,0,3,3
2019-04-10,481,Papier,0,6,3
2019-04-11,481,Papier,0,9,3
2019-04-13,481,Papier,0,12,3
2019-04-14,481,Papier,0,15,3
2019-04-15,481,Papier,0,17,2
2019-04-16,481,Papier,0,23,6
2019-04-10,482,PMD,0,3,3
2019-04-11,482,PMD,0,8,5
2019-04-12,482,PMD,0,10,2
2019-04-13,482,PMD,0,15,5
2019-04-14,482,PMD,0,17,2
2019-04-15,482,PMD,0,20,3
2019-04-16,482,PMD,0,23,3
2019-04-09,484,Rest,0,2,2
2019-04-10,484,Rest,0,5,3
2019-04-11,484,Rest,0,12,7
2019-04-12,484,Rest,0,14,2
2019-04-13,484,Rest,0,18,4
2019-04-14,484,Rest,0,20,2
2019-04-15,484,Rest,0,24,4
2019-04-16,484,Rest,0,33,9
2019-04-09,485,GFT,0,3,3
2019-04-10,485,GFT,0,7,4
2019-04-11,485,GFT,0,16,9
2019-04-12,485,GFT,0,18,2
2019-04-13,485,GFT,0,23,5
2019-04-15,485,GFT,0,25,2
2019-04-16,485,GFT,0,31,6
2019-04-11,486,PMD,0,6,6
2019-04-12,486,PMD,0,7,1
2019-04-13,486,PMD,0,11,4
2019-04-14,486,PMD,0,12,1
2019-04-15,486,PMD,0,14,2
2019-04-16,486,PMD,0,17,3
2019-04-09,487,Papier,0,1,2
2019-04-10,487,Papier,0,6,5
2019-04-11,487,Papier,0,10,4
2019-04-12,487,Papier,0,13,3
2019-04-13,487,Papier,0,17,4
2019-04-14,487,Papier,0,20,3
2019-04-15,487,Papier,1,23,3
2019-04-16,487,Papier,0,7,6
2019-04-09,489,Papier,0,7,7
2019-04-10,489,Papier,0,8,1
2019-04-11,489,Papier,0,11,3
2019-04-12,489,Papier,0,15,4
2019-04-13,489,Papier,0,17,2
2019-04-14,489,Papier,0,22,5
2019-04-15,489,Papier,0,24,2
2019-04-16,489,Papier,0,25,1
2019-04-09,490,PMD,0,1,1
2019-04-10,490,PMD,0,3,2
2019-04-11,490,PMD,0,4,1
2019-04-12,490,PMD,0,5,1
2019-04-13,490,PMD,0,8,3
2019-04-14,490,PMD,0,11,3
2019-04-15,490,PMD,0,13,2
2019-04-16,490,PMD,0,14,1
2019-04-09,491,GFT,0,4,4
2019-04-10,491,GFT,0,6,2
2019-04-11,491,GFT,0,9,3
2019-04-12,491,GFT,0,10,1
2019-04-13,491,GFT,0,11,1
2019-04-14,491,GFT,0,12,1
2019-04-15,491,GFT,0,17,5
2019-04-16,491,GFT,0,20,3
2019-04-09,492,Rest,0,3,3
2019-04-10,492,Rest,0,6,3
2019-04-11,492,Rest,0,10,4
2019-04-13,492,Rest,0,13,3
2019-04-14,492,Rest,0,15,2
2019-04-15,492,Rest,0,17,2
2019-04-16,492,Rest,0,18,1
2019-04-09,493,Rest,0,3,3
2019-04-10,493,Rest,0,5,2
2019-04-11,493,Rest,0,13,8
2019-04-12,493,Rest,0,17,4
2019-04-13,493,Rest,0,26,9
2019-04-14,493,Rest,0,30,4
2019-04-15,493,Rest,0,37,7
2019-04-16,493,Rest,0,46,9
2019-04-09,494,GFT,1,4,4
2019-04-10,494,GFT,1,5,1
2019-04-12,494,GFT,0,7,2
2019-04-13,494,GFT,0,10,3
2019-04-14,494,GFT,0,12,2
2019-04-15,494,GFT,0,13,1
2019-04-16,494,GFT,0,14,1
2019-04-09,495,Papier,0,1,1
2019-04-10,495,Papier,0,5,4
2019-04-11,495,Papier,0,10,5
2019-04-12,495,Papier,0,16,6
2019-04-13,495,Papier,0,18,2
2019-04-15,495,Papier,0,23,5
2019-04-16,495,Papier,0,25,2
2019-04-10,496,PMD,0,3,3
2019-04-11,496,PMD,0,7,4
2019-04-12,496,PMD,0,9,2
2019-04-13,496,PMD,0,11,2
2019-04-14,496,PMD,0,13,2
2019-04-15,496,PMD,0,14,1
2019-04-16,496,PMD,0,15,1
2019-04-09,497,GFT,0,3,3
2019-04-10,497,GFT,0,11,8
2019-04-11,497,GFT,0,14,3
2019-04-12,497,GFT,0,16,2
2019-04-13,497,GFT,0,18,2
2019-04-14,497,GFT,0,23,5
2019-04-15,497,GFT,1,29,6
2019-04-16,497,GFT,0,36,7
2019-04-09,498,Rest,0,2,3
2019-04-09,498,Rest,0,1,3
2019-04-10,498,Rest,0,6,4
2019-04-11,498,Rest,1,10,4
2019-04-12,498,Rest,0,4,3
2019-04-13,498,Rest,0,9,5
2019-04-14,498,Rest,0,11,2
2019-04-15,498,Rest,0,13,2
2019-04-16,498,Rest,0,17,4
2019-04-09,499,Rest,0,2,2
2019-04-10,499,Rest,0,9,7
2019-04-11,499,Rest,0,14,5
2019-04-12,499,Rest,0,22,8
2019-04-13,499,Rest,1,24,2
2019-04-14,499,Rest,0,31,7
2019-04-15,499,Rest,0,44,13
2019-04-16,499,Rest,0,51,7
2019-04-09,500,GFT,0,1,1
2019-04-10,500,GFT,0,7,6
2019-04-11,500,GFT,0,11,4
2019-04-12,500,GFT,0,14,3
2019-04-13,500,GFT,0,16,2
2019-04-14,500,GFT,0,19,3
2019-04-15,500,GFT,0,21,2
2019-04-16,500,GFT,0,29,8
2019-04-09,501,PMD,0,1,1
2019-04-10,501,PMD,0,2,1
2019-04-14,501,PMD,0,3,1
2019-04-15,501,PMD,0,4,1
2019-04-16,501,PMD,0,6,2
2019-04-09,502,Papier,0,2,2
2019-04-10,502,Papier,0,5,3
2019-04-11,502,Papier,0,11,6
2019-04-12,502,Papier,0,15,4
2019-04-13,502,Papier,0,17,2
2019-04-14,502,Papier,0,19,2
2019-04-15,502,Papier,0,23,4
2019-04-16,502,Papier,0,30,7
2019-04-09,503,Rest,0,8,8
2019-04-10,503,Rest,0,10,2
2019-04-11,503,Rest,0,14,4
2019-04-12,503,Rest,0,19,5
2019-04-13,503,Rest,0,24,5
2019-04-14,503,Rest,0,32,8
2019-04-15,503,Rest,1,35,3
2019-04-16,503,Rest,0,44,9
2019-04-09,504,GFT,0,9,9
2019-04-10,504,GFT,0,14,5
2019-04-11,504,GFT,0,18,4
2019-04-12,504,GFT,0,21,3
2019-04-13,504,GFT,0,28,7
2019-04-14,504,GFT,0,54,26
2019-04-15,504,GFT,0,55,1
2019-04-16,504,GFT,0,60,5
2019-04-09,506,Rest,0,4,4
2019-04-10,506,Rest,0,12,8
2019-04-11,506,Rest,0,15,3
2019-04-12,506,Rest,0,21,6
2019-04-13,506,Rest,0,23,2
2019-04-14,506,Rest,0,28,5
2019-04-15,506,Rest,0,40,12
2019-04-16,506,Rest,0,47,7
2019-04-09,507,GFT,0,8,8
2019-04-10,507,GFT,0,16,8
2019-04-11,507,GFT,0,35,19
2019-04-12,507,GFT,0,44,9
2019-04-13,507,GFT,0,53,9
2019-04-14,507,GFT,0,58,5
2019-04-15,507,GFT,0,77,19
2019-04-16,507,GFT,0,85,8
2019-04-09,508,Papier,0,3,3
2019-04-10,508,Papier,1,8,5
2019-04-11,508,Papier,0,9,5
2019-04-11,508,Papier,0,4,5
2019-04-12,508,Papier,0,8,4
2019-04-13,508,Papier,1,11,3
2019-04-14,508,Papier,0,13,2
2019-04-15,508,Papier,0,12,3
2019-04-16,508,Papier,0,16,4
2019-04-09,509,PMD,0,3,3
2019-04-10,509,PMD,0,6,3
2019-04-12,509,PMD,0,8,2
2019-04-13,509,PMD,0,11,3
2019-04-14,509,PMD,0,14,3
2019-04-15,509,PMD,0,18,4
2019-04-16,509,PMD,0,21,3
2019-04-09,510,Rest,0,11,11
2019-04-10,510,Rest,0,21,10
2019-04-11,510,Rest,1,30,9
2019-04-12,510,Rest,0,36,11
2019-04-12,510,Rest,0,5,11
2019-04-13,510,Rest,0,15,10
2019-04-14,510,Rest,0,24,9
2019-04-15,510,Rest,1,30,6
2019-04-16,510,Rest,0,44,13
2019-04-16,510,Rest,0,35,13
2019-04-09,511,GFT,0,6,6
2019-04-10,511,GFT,0,16,10
2019-04-11,511,GFT,1,20,4
2019-04-12,511,GFT,0,10,10
2019-04-13,511,GFT,0,18,8
2019-04-14,511,GFT,1,21,3
2019-04-15,511,GFT,0,27,8
2019-04-15,511,GFT,0,22,8
2019-04-16,511,GFT,0,36,9
2019-04-09,512,Papier,1,4,4
2019-04-10,512,Papier,0,10,6
2019-04-11,512,Papier,0,13,3
2019-04-12,512,Papier,0,20,7
2019-04-13,512,Papier,0,29,9
2019-04-14,512,Papier,0,34,5
2019-04-15,512,Papier,0,39,5
2019-04-16,512,Papier,0,45,6
2019-04-09,513,PMD,0,2,2
2019-04-10,513,PMD,0,5,3
2019-04-11,513,PMD,0,8,3
2019-04-12,513,PMD,0,11,3
2019-04-13,513,PMD,0,16,5
2019-04-14,513,PMD,0,17,1
2019-04-15,513,PMD,0,22,5
2019-04-16,513,PMD,0,24,2
2019-04-09,514,Rest,0,7,10
2019-04-09,514,Rest,0,3,10
2019-04-10,514,Rest,0,17,10
2019-04-11,514,Rest,0,25,8
2019-04-12,514,Rest,0,39,14
2019-04-13,514,Rest,0,49,10
2019-04-14,514,Rest,0,58,9
2019-04-15,514,Rest,1,70,12
2019-04-16,514,Rest,0,77,10
2019-04-16,514,Rest,0,6,10
2019-04-09,515,GFT,0,8,8
2019-04-10,515,GFT,0,17,9
2019-04-11,515,GFT,1,30,13
2019-04-12,515,GFT,0,36,6
2019-04-13,515,GFT,0,43,7
2019-04-14,515,GFT,0,52,9
2019-04-15,515,GFT,0,56,4
2019-04-16,515,GFT,0,58,2
2019-04-09,516,Papier,0,11,11
2019-04-10,516,Papier,0,26,15
2019-04-11,516,Papier,0,30,4
2019-04-12,516,Papier,0,44,14
2019-04-13,516,Papier,0,54,10
2019-04-14,516,Papier,0,70,16
2019-04-15,516,Papier,1,86,16
2019-04-16,516,Papier,0,104,18
2019-04-09,517,Rest,0,12,12
2019-04-10,517,Rest,0,21,9
2019-04-11,517,Rest,0,27,6
2019-04-12,517,Rest,0,38,11
2019-04-13,517,Rest,0,44,6
2019-04-14,517,Rest,0,56,12
2019-04-15,517,Rest,0,64,8
2019-04-16,517,Rest,0,78,14
2019-04-09,518,PMD,0,4,4
2019-04-10,518,PMD,0,12,8
2019-04-11,518,PMD,0,20,8
2019-04-12,518,PMD,0,28,8
2019-04-13,518,PMD,0,32,4
2019-04-14,518,PMD,0,40,8
2019-04-15,518,PMD,0,44,4
2019-04-16,518,PMD,0,49,5
2019-04-09,519,Rest,1,12,12
2019-04-10,519,Rest,0,15,12
2019-04-10,519,Rest,0,9,12
2019-04-11,519,Rest,1,25,16
2019-04-12,519,Rest,0,33,11
2019-04-12,519,Rest,0,3,11
2019-04-13,519,Rest,0,16,13
2019-04-14,519,Rest,0,35,19
2019-04-15,519,Rest,1,45,10
2019-04-16,519,Rest,0,49,12
2019-04-16,519,Rest,0,23,12
2019-04-09,520,GFT,0,7,7
2019-04-10,520,GFT,0,14,7
2019-04-11,520,GFT,1,20,6
2019-04-12,520,GFT,0,22,2
2019-04-13,520,GFT,0,25,3
2019-04-14,520,GFT,0,32,7
2019-04-15,520,GFT,0,39,7
2019-04-16,520,GFT,0,54,15
2019-04-09,521,Papier,0,13,13
2019-04-10,521,Papier,0,24,11
2019-04-11,521,Papier,0,32,8
2019-04-12,521,Papier,0,38,6
2019-04-13,521,Papier,0,43,5
2019-04-14,521,Papier,1,51,8
2019-04-15,521,Papier,0,54,3
2019-04-16,521,Papier,0,63,9
2019-04-09,522,PMD,1,7,7
2019-04-10,522,PMD,0,11,4
2019-04-11,522,PMD,0,14,3
2019-04-12,522,PMD,0,23,9
2019-04-13,522,PMD,0,33,10
2019-04-14,522,PMD,0,40,7
2019-04-15,522,PMD,0,45,5
2019-04-16,522,PMD,0,50,5
2019-04-09,524,Papier,0,6,6
2019-04-10,524,Papier,0,11,5
2019-04-11,524,Papier,0,18,7
2019-04-12,524,Papier,0,26,8
2019-04-13,524,Papier,0,32,6
2019-04-14,524,Papier,0,39,7
2019-04-15,524,Papier,0,49,10
2019-04-16,524,Papier,0,58,9
2019-04-09,525,PMD,1,4,4
2019-04-10,525,PMD,0,7,3
2019-04-11,525,PMD,0,8,1
2019-04-12,525,PMD,0,11,3
2019-04-13,525,PMD,0,16,5
2019-04-14,525,PMD,0,19,3
2019-04-15,525,PMD,0,27,8
2019-04-16,525,PMD,0,35,8
2019-04-09,526,GFT,0,9,9
2019-04-10,526,GFT,0,12,3
2019-04-11,526,GFT,0,19,7
2019-04-12,526,GFT,0,21,2
2019-04-13,526,GFT,0,23,2
2019-04-14,526,GFT,0,30,7
2019-04-15,526,GFT,0,41,11
2019-04-16,526,GFT,0,49,8
2019-04-09,527,Rest,0,9,9
2019-04-10,527,Rest,0,22,13
2019-04-11,527,Rest,0,36,14
2019-04-12,527,Rest,0,45,9
2019-04-13,527,Rest,0,54,9
2019-04-14,527,Rest,0,61,7
2019-04-15,527,Rest,0,72,11
2019-04-16,527,Rest,0,90,18
2019-04-09,528,Rest,0,9,9
2019-04-10,528,Rest,0,25,16
2019-04-11,528,Rest,0,38,13
2019-04-12,528,Rest,0,47,9
